2025-10-30 14:07:40, Instruction: 0xffff800010b2cc88, Mem: 2847374333, Flipped bit 0, Flipped 2847374332, [+] System running normally
2025-10-31 04:13:51, Instruction: 0xffff800010b2d080, Mem: 906494074, Flipped bit 29, Flipped 369623162, [+] System running normally
2025-10-31 04:13:53, Instruction: 0xffff800010b2d080, Mem: 906494074, Flipped bit 30, Flipped 1980235898, [+] System running normally
2025-10-31 04:13:55, Instruction: 0xffff800010b2d080, Mem: 906494074, Flipped bit 31, Flipped 3053977722, [+] System running normally
2025-10-31 04:13:59, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 0, Flipped 4181723745, [+] System running normally
2025-10-31 04:14:01, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 1, Flipped 4181723746, [+] System running normally
2025-10-31 04:14:03, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 2, Flipped 4181723748, [+] System running normally
2025-10-31 04:14:05, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 3, Flipped 4181723752, [+] System running normally
2025-10-31 04:14:07, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 4, Flipped 4181723760, [+] System running normally
2025-10-31 04:14:09, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 5, Flipped 4181723712, [+] System running normally
2025-10-31 04:14:11, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 6, Flipped 4181723680, [+] System running normally
2025-10-31 04:14:15, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 7, Flipped 4181723872, [+] System running normally
2025-10-31 04:14:17, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 8, Flipped 4181724000, [+] System running normally
2025-10-31 04:14:19, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 9, Flipped 4181723232, [+] System running normally
2025-10-31 04:14:23, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 10, Flipped 4181724768, [+] System running normally
2025-10-31 04:14:25, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 11, Flipped 4181721696, [+] System running normally
2025-10-31 04:14:29, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 12, Flipped 4181727840, [+] System running normally
2025-10-31 04:14:31, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 13, Flipped 4181731936, [+] System running normally
2025-10-31 04:14:35, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 14, Flipped 4181740128, [+] System running normally
2025-10-31 04:14:37, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 15, Flipped 4181756512, [+] System running normally
2025-10-31 04:14:39, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 16, Flipped 4181789280, [+] System running normally
2025-10-31 04:14:41, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 17, Flipped 4181854816, [+] System running normally
2025-10-31 04:14:43, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 18, Flipped 4181985888, [+] System running normally
2025-10-31 04:14:45, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 19, Flipped 4182248032, [+] System running normally
2025-10-31 04:14:47, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 20, Flipped 4182772320, [+] System running normally
2025-10-31 04:14:49, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 21, Flipped 4183820896, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000004', 'raw_match': '[  628.331900]   ESR = 0x96000004'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:18:11, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 22, Flipped 4177529440, [+] System running normally
2025-10-31 04:18:13, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 23, Flipped 4190112352, [+] System running normally
2025-10-31 04:18:15, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 24, Flipped 4164946528, [+] System running normally
2025-10-31 04:18:17, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 25, Flipped 4215278176, [+] System running normally
2025-10-31 04:18:19, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 26, Flipped 4248832608, [+] System running normally
2025-10-31 04:18:21, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 27, Flipped 4047506016, [+] System running normally
2025-10-31 04:18:25, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 28, Flipped 3913288288, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:21:50, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 29, Flipped 3644852832, [+] System running normally
2025-10-31 04:21:54, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 30, Flipped 3107981920, [+] System running normally
2025-10-31 04:21:56, Instruction: 0xffff800010b2d084, Mem: 4181723744, Flipped bit 31, Flipped 2034240096, [+] System running normally
2025-10-31 04:21:58, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 0, Flipped 3112194048, [+] System running normally
2025-10-31 04:22:00, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 1, Flipped 3112194051, [+] System running normally
2025-10-31 04:22:02, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 2, Flipped 3112194053, [+] System running normally
2025-10-31 04:22:04, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 3, Flipped 3112194057, [+] System running normally
2025-10-31 04:22:06, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 4, Flipped 3112194065, [+] System running normally
2025-10-31 04:22:08, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 5, Flipped 3112194081, [+] System running normally
2025-10-31 04:22:10, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 6, Flipped 3112194113, [+] System running normally
2025-10-31 04:22:12, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 7, Flipped 3112194177, [+] System running normally
2025-10-31 04:22:14, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 8, Flipped 3112194305, [+] System running normally
2025-10-31 04:22:16, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 9, Flipped 3112194561, [+] System running normally
2025-10-31 04:22:18, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 10, Flipped 3112195073, [+] System running normally
2025-10-31 04:22:20, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 11, Flipped 3112196097, [+] System running normally
2025-10-31 04:22:24, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 12, Flipped 3112189953, [+] System running normally
2025-10-31 04:22:28, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 13, Flipped 3112202241, [+] System running normally
2025-10-31 04:22:32, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 14, Flipped 3112177665, [+] System running normally
2025-10-31 04:22:34, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 15, Flipped 3112226817, [+] System running normally
2025-10-31 04:22:36, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 16, Flipped 3112259585, [+] System running normally
2025-10-31 04:22:40, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 17, Flipped 3112325121, [+] System running normally
2025-10-31 04:22:42, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 18, Flipped 3112456193, [+] System running normally
2025-10-31 04:22:44, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 19, Flipped 3112718337, [+] System running normally
2025-10-31 04:22:46, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 20, Flipped 3113242625, [+] System running normally
2025-10-31 04:22:48, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 21, Flipped 3114291201, [+] System running normally
2025-10-31 04:22:50, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 22, Flipped 3116388353, [+] System running normally
2025-10-31 04:22:52, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 23, Flipped 3103805441, [+] System running normally
2025-10-31 04:22:54, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 24, Flipped 3095416833, [+] System running normally
2025-10-31 04:22:56, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 25, Flipped 3145748481, [+] System running normally
2025-10-31 04:22:58, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 26, Flipped 3179302913, [+] System running normally
2025-10-31 04:23:00, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 27, Flipped 2977976321, [+] System running normally
2025-10-31 04:23:02, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 28, Flipped 2843758593, [+] System running normally
2025-10-31 04:23:04, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 29, Flipped 2575323137, [+] System running normally
2025-10-31 04:23:06, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 30, Flipped 4185935873, [+] System running normally
2025-10-31 04:23:08, Instruction: 0xffff800010b2d088, Mem: 3112194049, Flipped bit 31, Flipped 964710401, [+] System running normally
2025-10-31 04:23:10, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 0, Flipped 4182032611, [+] System running normally
2025-10-31 04:23:14, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 1, Flipped 4182032608, [+] System running normally
2025-10-31 04:23:16, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 2, Flipped 4182032614, [+] System running normally
2025-10-31 04:23:18, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 3, Flipped 4182032618, [+] System running normally
2025-10-31 04:23:20, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 4, Flipped 4182032626, [+] System running normally
2025-10-31 04:23:22, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 5, Flipped 4182032578, [+] System running normally
2025-10-31 04:23:24, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 6, Flipped 4182032546, [+] System running normally
2025-10-31 04:23:26, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 7, Flipped 4182032482, [+] System running normally
2025-10-31 04:23:28, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 8, Flipped 4182032866, [+] System running normally
2025-10-31 04:23:32, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 9, Flipped 4182033122, [+] System running normally
2025-10-31 04:23:35, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 10, Flipped 4182033634, [+] System running normally
2025-10-31 04:23:37, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 11, Flipped 4182034658, [+] System running normally
2025-10-31 04:23:39, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 12, Flipped 4182036706, [+] System running normally
2025-10-31 04:23:41, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 13, Flipped 4182040802, [+] System running normally
2025-10-31 04:23:43, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 14, Flipped 4182016226, [+] System running normally
2025-10-31 04:23:47, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 15, Flipped 4181999842, [+] System running normally
2025-10-31 04:23:49, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 16, Flipped 4182098146, [+] System running normally
2025-10-31 04:23:51, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 17, Flipped 4182163682, [+] System running normally
2025-10-31 04:23:55, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 18, Flipped 4181770466, [+] System running normally
2025-10-31 04:23:59, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 19, Flipped 4182556898, [+] System running normally
2025-10-31 04:24:01, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 20, Flipped 4183081186, [+] System running normally
2025-10-31 04:24:03, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 21, Flipped 4184129762, [+] System running normally
2025-10-31 04:24:05, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 22, Flipped 4177838306, [+] System running normally
2025-10-31 04:24:07, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 23, Flipped 4190421218, [+] System running normally
2025-10-31 04:24:09, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 24, Flipped 4165255394, [+] System running normally
2025-10-31 04:24:13, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 25, Flipped 4215587042, [+] System running normally
2025-10-31 04:24:15, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 26, Flipped 4249141474, [+] System running normally
2025-10-31 04:24:17, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 27, Flipped 4047814882, [+] System running normally
2025-10-31 04:24:19, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 28, Flipped 3913597154, [+] System running normally
2025-10-31 04:24:21, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 29, Flipped 3645161698, [+] System running normally
2025-10-31 04:24:23, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 30, Flipped 3108290786, [+] System running normally
2025-10-31 04:24:25, Instruction: 0xffff800010b2d08c, Mem: 4182032610, Flipped bit 31, Flipped 2034548962, [+] System running normally
2025-10-31 04:24:27, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 0, Flipped 2853372897, [+] System running normally
2025-10-31 04:24:29, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 1, Flipped 2853372898, [+] System running normally
2025-10-31 04:24:31, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 2, Flipped 2853372900, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000006', 'raw_match': '[  332.256471]   ESR = 0x96000006'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:27:55, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 3, Flipped 2853372904, [+] System running normally
2025-10-31 04:27:57, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 4, Flipped 2853372912, [+] System running normally
2025-10-31 04:27:59, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 5, Flipped 2853372864, [+] System running normally
2025-10-31 04:28:01, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 6, Flipped 2853372832, [+] System running normally
2025-10-31 04:28:03, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 7, Flipped 2853372768, [+] System running normally
2025-10-31 04:28:05, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 8, Flipped 2853372640, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:31:28, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 9, Flipped 2853372384, [+] System running normally
2025-10-31 04:31:30, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 10, Flipped 2853373920, [+] System running normally
2025-10-31 04:31:32, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 11, Flipped 2853374944, [+] System running normally
2025-10-31 04:31:34, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 12, Flipped 2853376992, [+] System running normally
2025-10-31 04:31:36, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 13, Flipped 2853381088, [+] System running normally
2025-10-31 04:31:38, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 14, Flipped 2853389280, [+] System running normally
2025-10-31 04:31:42, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 15, Flipped 2853405664, [+] System running normally
2025-10-31 04:31:44, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 16, Flipped 2853307360, [+] System running normally
2025-10-31 04:31:46, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 17, Flipped 2853241824, [+] System running normally
2025-10-31 04:31:48, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 18, Flipped 2853635040, [+] System running normally
2025-10-31 04:31:50, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 19, Flipped 2853897184, [+] System running normally
2025-10-31 04:31:52, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 20, Flipped 2852324320, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000006', 'raw_match': '[  218.198264]   ESR = 0x96000006'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:35:14, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 21, Flipped 2855470048, [+] System running normally
2025-10-31 04:35:16, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 22, Flipped 2857567200, [+] System running normally
2025-10-31 04:35:18, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 23, Flipped 2861761504, [+] System running normally
2025-10-31 04:35:20, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 24, Flipped 2870150112, [+] System running normally
2025-10-31 04:35:24, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 25, Flipped 2819818464, [+] System running normally
2025-10-31 04:35:26, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 26, Flipped 2920481760, [+] System running normally
2025-10-31 04:35:28, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 27, Flipped 2719155168, [+] System running normally
2025-10-31 04:35:30, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 28, Flipped 3121808352, [+] System running normally
2025-10-31 04:35:32, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 29, Flipped 2316501984, [+] System running normally
2025-10-31 04:35:34, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 30, Flipped 3927114720, [+] System running normally
2025-10-31 04:35:36, Instruction: 0xffff800010b2d090, Mem: 2853372896, Flipped bit 31, Flipped 705889248, [+] System running normally
2025-10-31 04:35:38, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 0, Flipped 2835814374, [+] System running normally
2025-10-31 04:35:40, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 1, Flipped 2835814373, [+] System running normally
2025-10-31 04:35:42, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 2, Flipped 2835814371, [+] System running normally
2025-10-31 04:35:46, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 3, Flipped 2835814383, [+] System running normally
2025-10-31 04:35:48, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 4, Flipped 2835814391, [+] System running normally
2025-10-31 04:35:50, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 5, Flipped 2835814343, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x9600004e', 'raw_match': '[  226.185801]   ESR = 0x9600004e'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:39:15, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 6, Flipped 2835814311, [+] System running normally
2025-10-31 04:39:17, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 7, Flipped 2835814247, [+] System running normally
2025-10-31 04:39:21, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 8, Flipped 2835814119, [+] System running normally
2025-10-31 04:39:23, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 9, Flipped 2835813863, [+] System running normally
2025-10-31 04:39:25, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 10, Flipped 2835813351, [+] System running normally
2025-10-31 04:39:27, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 11, Flipped 2835816423, [+] System running normally
2025-10-31 04:39:29, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 12, Flipped 2835810279, [+] System running normally
2025-10-31 04:39:31, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 13, Flipped 2835822567, [+] System running normally
2025-10-31 04:39:33, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 14, Flipped 2835830759, [+] System running normally
2025-10-31 04:39:35, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 15, Flipped 2835847143, [+] System running normally
2025-10-31 04:39:37, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 16, Flipped 2835748839, [+] System running normally
2025-10-31 04:39:39, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 17, Flipped 2835683303, [+] System running normally
2025-10-31 04:39:41, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 18, Flipped 2835552231, [+] System running normally
2025-10-31 04:39:43, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 19, Flipped 2836338663, [+] System running normally
2025-10-31 04:39:47, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 20, Flipped 2836862951, [+] System running normally
2025-10-31 04:39:49, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 21, Flipped 2837911527, [+] System running normally
2025-10-31 04:39:51, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 22, Flipped 2840008679, [+] System running normally
2025-10-31 04:39:55, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 23, Flipped 2844202983, [+] System running normally
2025-10-31 04:39:57, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 24, Flipped 2819037159, [+] System running normally
2025-10-31 04:39:59, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 25, Flipped 2869368807, [+] System running normally
2025-10-31 04:40:01, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 26, Flipped 2902923239, [+] System running normally
2025-10-31 04:40:05, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 27, Flipped 2701596647, [+] System running normally
2025-10-31 04:40:07, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 28, Flipped 3104249831, [+] System running normally
2025-10-31 04:40:11, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 29, Flipped 2298943463, [+] System running normally
2025-10-31 04:40:13, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 30, Flipped 3909556199, [+] System running normally
2025-10-31 04:40:17, Instruction: 0xffff800010b2d094, Mem: 2835814375, Flipped bit 31, Flipped 688330727, [+] System running normally
2025-10-31 04:43:41, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 0, Flipped 2332098624, [+] System running normally
2025-10-31 04:43:43, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 1, Flipped 2332098627, [+] System running normally
2025-10-31 04:43:45, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 2, Flipped 2332098629, [+] System running normally
2025-10-31 04:43:47, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 3, Flipped 2332098633, [+] System running normally
2025-10-31 04:43:49, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 4, Flipped 2332098641, [+] System running normally
2025-10-31 04:43:51, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 5, Flipped 2332098657, [+] System running normally
2025-10-31 04:43:53, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 6, Flipped 2332098561, [+] System running normally
2025-10-31 04:43:55, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 7, Flipped 2332098753, [+] System running normally
2025-10-31 04:43:58, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 8, Flipped 2332098881, [+] System running normally
2025-10-31 04:44:00, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 9, Flipped 2332099137, [+] System running normally
2025-10-31 04:44:02, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 10, Flipped 2332099649, [+] System running normally
2025-10-31 04:44:04, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 11, Flipped 2332100673, [+] System running normally
2025-10-31 04:44:06, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 12, Flipped 2332102721, [+] System running normally
2025-10-31 04:44:08, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 13, Flipped 2332106817, [+] System running normally
2025-10-31 04:44:10, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 14, Flipped 2332115009, [+] System running normally
2025-10-31 04:44:12, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 15, Flipped 2332131393, [+] System running normally
2025-10-31 04:44:14, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 16, Flipped 2332033089, [+] System running normally
2025-10-31 04:44:16, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 17, Flipped 2332229697, [+] System running normally
2025-10-31 04:44:18, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 18, Flipped 2332360769, [+] System running normally
2025-10-31 04:44:20, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 19, Flipped 2332622913, [+] System running normally
2025-10-31 04:44:22, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 20, Flipped 2333147201, [+] System running normally
2025-10-31 04:44:24, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 21, Flipped 2334195777, [+] System running normally
2025-10-31 04:44:26, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 22, Flipped 2336292929, [+] System running normally
2025-10-31 04:44:28, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 23, Flipped 2340487233, [+] System running normally
2025-10-31 04:44:32, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 24, Flipped 2315321409, [+] System running normally
2025-10-31 04:44:34, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 25, Flipped 2298544193, [+] System running normally
2025-10-31 04:44:36, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 26, Flipped 2399207489, [+] System running normally
2025-10-31 04:44:38, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 27, Flipped 2197880897, [+] System running normally
2025-10-31 04:44:40, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 28, Flipped 2600534081, [+] System running normally
2025-10-31 04:44:42, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 29, Flipped 2868969537, [+] System running normally
2025-10-31 04:44:46, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 30, Flipped 3405840449, [+] System running normally
