2025-10-30 09:51:05, Instruction: 0xffff800010b28fa0, Mem: 2847439869, Flipped bit 0, Flipped 2847439868, [+] System running normally
2025-10-30 10:50:57, Instruction: 0xffff800010b2905c, Mem: 4177528543, Flipped bit 31, Flipped 2030044895, [+] System running normally
2025-10-30 10:50:59, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 0, Flipped 4181726817, [+] System running normally
2025-10-30 10:51:03, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 1, Flipped 4181726818, [+] System running normally
2025-10-30 10:51:05, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 2, Flipped 4181726820, [+] System running normally
2025-10-30 10:51:07, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 3, Flipped 4181726824, [+] System running normally
2025-10-30 10:51:09, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 4, Flipped 4181726832, [+] System running normally
2025-10-30 10:51:11, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 5, Flipped 4181726784, [+] System running normally
2025-10-30 10:51:13, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 6, Flipped 4181726752, [+] System running normally
2025-10-30 10:51:15, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 7, Flipped 4181726944, [+] System running normally
2025-10-30 10:51:17, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 8, Flipped 4181727072, [+] System running normally
2025-10-30 10:51:19, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 9, Flipped 4181726304, [+] System running normally
2025-10-30 10:51:21, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 10, Flipped 4181725792, [+] System running normally
2025-10-30 10:51:23, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 11, Flipped 4181728864, [+] System running normally
2025-10-30 10:51:25, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 12, Flipped 4181722720, [+] System running normally
2025-10-30 10:51:27, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 13, Flipped 4181735008, [+] System running normally
2025-10-30 10:51:29, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 14, Flipped 4181743200, [+] System running normally
2025-10-30 10:51:31, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 15, Flipped 4181759584, [+] System running normally
2025-10-30 10:51:33, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 16, Flipped 4181792352, [+] System running normally
2025-10-30 10:51:38, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 17, Flipped 4181857888, [+] System running normally
2025-10-30 10:51:40, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 18, Flipped 4181988960, [+] System running normally
2025-10-30 10:51:42, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 19, Flipped 4182251104, [+] System running normally
2025-10-30 10:51:44, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 20, Flipped 4182775392, [+] System running normally
2025-10-30 10:51:46, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 21, Flipped 4183823968, [+] System running normally
2025-10-30 10:51:50, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 22, Flipped 4177532512, [+] System running normally
2025-10-30 10:51:52, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 23, Flipped 4190115424, [+] System running normally
2025-10-30 10:51:54, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 24, Flipped 4164949600, [+] System running normally
2025-10-30 10:51:56, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 25, Flipped 4215281248, [+] System running normally
2025-10-30 10:51:58, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 26, Flipped 4248835680, [+] System running normally
2025-10-30 10:52:02, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 27, Flipped 4047509088, [+] System running normally
2025-10-30 10:52:04, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 28, Flipped 3913291360, [+] System running normally
2025-10-30 10:52:08, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 29, Flipped 3644855904, [+] System running normally
2025-10-30 10:52:12, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 30, Flipped 3107984992, [+] System running normally
2025-10-30 10:52:14, Instruction: 0xffff800010b29060, Mem: 4181726816, Flipped bit 31, Flipped 2034243168, [+] System running normally
2025-10-30 10:52:16, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 0, Flipped 3107979265, [+] System running normally
2025-10-30 10:52:18, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 1, Flipped 3107979266, [+] System running normally
2025-10-30 10:52:20, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 2, Flipped 3107979268, [+] System running normally
2025-10-30 10:52:22, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 3, Flipped 3107979272, [+] System running normally
2025-10-30 10:52:24, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 4, Flipped 3107979280, [+] System running normally
2025-10-30 10:52:26, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 5, Flipped 3107979296, [+] System running normally
2025-10-30 10:52:28, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 6, Flipped 3107979328, [+] System running normally
2025-10-30 10:52:30, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 7, Flipped 3107979392, [+] System running normally
2025-10-30 10:52:34, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 8, Flipped 3107979520, [+] System running normally
2025-10-30 10:52:36, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 9, Flipped 3107979776, [+] System running normally
2025-10-30 10:52:38, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 10, Flipped 3107980288, [+] System running normally
2025-10-30 10:52:40, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 11, Flipped 3107981312, [+] System running normally
2025-10-30 10:52:42, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 12, Flipped 3107983360, [+] System running normally
2025-10-30 10:52:44, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 13, Flipped 3107987456, [+] System running normally
2025-10-30 10:52:46, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 14, Flipped 3107995648, [+] System running normally
2025-10-30 10:52:48, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 15, Flipped 3108012032, [+] System running normally
2025-10-30 10:52:50, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 16, Flipped 3108044800, [+] System running normally
2025-10-30 10:52:52, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 17, Flipped 3108110336, [+] System running normally
2025-10-30 10:52:54, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 18, Flipped 3108241408, [+] System running normally
2025-10-30 10:52:56, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 19, Flipped 3108503552, [+] System running normally
2025-10-30 10:52:58, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 20, Flipped 3109027840, [+] System running normally
2025-10-30 10:53:00, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 21, Flipped 3110076416, [+] System running normally
2025-10-30 10:53:02, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 22, Flipped 3103784960, [+] System running normally
2025-10-30 10:53:04, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 23, Flipped 3116367872, [+] System running normally
2025-10-30 10:53:06, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 24, Flipped 3091202048, [+] System running normally
2025-10-30 10:53:08, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 25, Flipped 3141533696, [+] System running normally
2025-10-30 10:53:10, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 26, Flipped 3175088128, [+] System running normally
2025-10-30 10:53:12, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 27, Flipped 2973761536, [+] System running normally
2025-10-30 10:53:14, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 28, Flipped 2839543808, [+] System running normally
2025-10-30 10:53:16, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 29, Flipped 2571108352, [+] System running normally
2025-10-30 10:53:18, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 30, Flipped 4181721088, [+] System running normally
2025-10-30 10:53:20, Instruction: 0xffff800010b29064, Mem: 3107979264, Flipped bit 31, Flipped 960495616, [+] System running normally
2025-10-30 10:53:24, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 0, Flipped 1895827486, [+] System running normally
2025-10-30 10:53:28, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 1, Flipped 1895827485, [+] System running normally
2025-10-30 10:53:30, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 2, Flipped 1895827483, [+] System running normally
2025-10-30 10:53:32, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 3, Flipped 1895827479, [+] System running normally
2025-10-30 10:53:34, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 4, Flipped 1895827471, [+] System running normally
2025-10-30 10:53:38, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 5, Flipped 1895827519, [+] System running normally
2025-10-30 10:53:40, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 6, Flipped 1895827551, [+] System running normally
2025-10-30 10:53:42, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 7, Flipped 1895827615, [+] System running normally
2025-10-30 10:53:44, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 8, Flipped 1895827743, [+] System running normally
2025-10-30 10:53:46, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 9, Flipped 1895827999, [+] System running normally
2025-10-30 10:53:48, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 10, Flipped 1895828511, [+] System running normally
2025-10-30 10:53:51, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 11, Flipped 1895825439, [+] System running normally
2025-10-30 10:53:53, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 12, Flipped 1895831583, [+] System running normally
2025-10-30 10:53:55, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 13, Flipped 1895835679, [+] System running normally
2025-10-30 10:53:57, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 14, Flipped 1895843871, [+] System running normally
2025-10-30 10:53:59, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 15, Flipped 1895860255, [+] System running normally
2025-10-30 10:54:01, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 16, Flipped 1895893023, [+] System running normally
2025-10-30 10:54:03, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 17, Flipped 1895958559, [+] System running normally
2025-10-30 10:54:07, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 18, Flipped 1896089631, [+] System running normally
2025-10-30 10:54:09, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 19, Flipped 1896351775, [+] System running normally
2025-10-30 10:54:11, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 20, Flipped 1896876063, [+] System running normally
2025-10-30 10:54:13, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 21, Flipped 1897924639, [+] System running normally
2025-10-30 10:54:17, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 22, Flipped 1900021791, [+] System running normally
2025-10-30 10:54:21, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 23, Flipped 1904216095, [+] System running normally
2025-10-30 10:54:23, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 24, Flipped 1879050271, [+] System running normally
2025-10-30 10:54:25, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 25, Flipped 1929381919, [+] System running normally
2025-10-30 10:54:29, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 26, Flipped 1962936351, [+] System running normally
2025-10-30 10:54:33, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 27, Flipped 2030045215, [+] System running normally
2025-10-30 10:54:37, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 28, Flipped 1627392031, [+] System running normally
2025-10-30 10:54:39, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 29, Flipped 1358956575, [+] System running normally
2025-10-30 10:54:41, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 30, Flipped 822085663, [+] System running normally
2025-10-30 10:54:45, Instruction: 0xffff800010b29068, Mem: 1895827487, Flipped bit 31, Flipped 4043311135, [+] System running normally
2025-10-30 10:54:47, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 0, Flipped 1409287073, [+] System running normally
2025-10-30 10:54:49, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 1, Flipped 1409287074, [+] System running normally
2025-10-30 10:54:51, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 2, Flipped 1409287076, [+] System running normally
2025-10-30 10:54:53, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 3, Flipped 1409287080, [+] System running normally
2025-10-30 10:54:55, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 4, Flipped 1409287088, [+] System running normally
2025-10-30 10:54:57, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 5, Flipped 1409287040, [+] System running normally
2025-10-30 10:54:59, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 6, Flipped 1409287136, [+] System running normally
2025-10-30 10:55:01, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 7, Flipped 1409286944, [+] System running normally
2025-10-30 10:55:03, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 8, Flipped 1409286816, [+] System running normally
2025-10-30 10:55:05, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 9, Flipped 1409286560, [+] System running normally
2025-10-30 10:55:07, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 10, Flipped 1409288096, [+] System running normally
2025-10-30 10:55:09, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 11, Flipped 1409289120, [+] System running normally
2025-10-30 10:55:11, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 12, Flipped 1409291168, [+] System running normally
2025-10-30 10:55:13, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 13, Flipped 1409295264, [+] System running normally
2025-10-30 10:55:15, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 14, Flipped 1409303456, [+] System running normally
2025-10-30 10:55:17, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 15, Flipped 1409319840, [+] System running normally
2025-10-30 10:55:19, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 16, Flipped 1409352608, [+] System running normally
2025-10-30 10:55:21, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 17, Flipped 1409418144, [+] System running normally
2025-10-30 10:55:25, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 18, Flipped 1409549216, [+] System running normally
2025-10-30 10:55:27, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 19, Flipped 1409811360, [+] System running normally
2025-10-30 10:55:29, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 20, Flipped 1410335648, [+] System running normally
2025-10-30 10:55:31, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 21, Flipped 1411384224, [+] System running normally
2025-10-30 10:55:33, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 22, Flipped 1413481376, [+] System running normally
2025-10-30 10:55:35, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 23, Flipped 1417675680, [+] System running normally
2025-10-30 10:55:37, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 24, Flipped 1426064288, [+] System running normally
2025-10-30 10:55:39, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 25, Flipped 1442841504, [+] System running normally
2025-10-30 10:55:41, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 26, Flipped 1342178208, [+] System running normally
2025-10-30 10:55:43, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 27, Flipped 1543504800, [+] System running normally
2025-10-30 10:55:45, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 28, Flipped 1140851616, [+] System running normally
2025-10-30 10:55:47, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 29, Flipped 1946157984, [+] System running normally
2025-10-30 10:55:51, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 30, Flipped 335545248, [+] System running normally
2025-10-30 10:55:53, Instruction: 0xffff800010b2906c, Mem: 1409287072, Flipped bit 31, Flipped 3556770720, [+] System running normally
2025-10-30 10:55:55, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 0, Flipped 1895835678, [+] System running normally
2025-10-30 10:55:57, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 1, Flipped 1895835677, [+] System running normally
2025-10-30 10:55:59, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 2, Flipped 1895835675, [+] System running normally
2025-10-30 10:56:01, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 3, Flipped 1895835671, [+] System running normally
2025-10-30 10:56:05, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 4, Flipped 1895835663, [+] System running normally
2025-10-30 10:56:07, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 5, Flipped 1895835711, [+] System running normally
2025-10-30 10:56:09, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 6, Flipped 1895835743, [+] System running normally
2025-10-30 10:56:11, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 7, Flipped 1895835807, [+] System running normally
2025-10-30 10:56:13, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 8, Flipped 1895835935, [+] System running normally
2025-10-30 10:56:15, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 9, Flipped 1895836191, [+] System running normally
2025-10-30 10:56:17, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 10, Flipped 1895836703, [+] System running normally
2025-10-30 10:56:20, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 11, Flipped 1895833631, [+] System running normally
2025-10-30 10:56:22, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 12, Flipped 1895839775, [+] System running normally
2025-10-30 10:56:24, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 13, Flipped 1895827487, [+] System running normally
2025-10-30 10:56:26, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 14, Flipped 1895852063, [+] System running normally
2025-10-30 10:56:30, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 15, Flipped 1895868447, [+] System running normally
2025-10-30 10:56:32, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 16, Flipped 1895901215, [+] System running normally
2025-10-30 10:56:34, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 17, Flipped 1895966751, [+] System running normally
2025-10-30 10:56:36, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 18, Flipped 1896097823, [+] System running normally
2025-10-30 10:56:38, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 19, Flipped 1896359967, [+] System running normally
2025-10-30 10:56:40, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 20, Flipped 1896884255, [+] System running normally
2025-10-30 10:56:42, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 21, Flipped 1897932831, [+] System running normally
2025-10-30 10:56:44, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 22, Flipped 1900029983, [+] System running normally
2025-10-30 10:56:46, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 23, Flipped 1904224287, [+] System running normally
2025-10-30 10:56:48, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 24, Flipped 1879058463, [+] System running normally
2025-10-30 10:56:50, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 25, Flipped 1929390111, [+] System running normally
2025-10-30 10:56:52, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 26, Flipped 1962944543, [+] System running normally
2025-10-30 10:56:56, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 27, Flipped 2030053407, [+] System running normally
2025-10-30 10:56:58, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 28, Flipped 1627400223, [+] System running normally
2025-10-30 10:57:00, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 29, Flipped 1358964767, [+] System running normally
2025-10-30 10:57:02, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 30, Flipped 822093855, [+] System running normally
2025-10-30 10:57:04, Instruction: 0xffff800010b29070, Mem: 1895835679, Flipped bit 31, Flipped 4043319327, [+] System running normally
2025-10-30 10:57:06, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 0, Flipped 1409287872, [+] System running normally
2025-10-30 10:57:08, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 1, Flipped 1409287875, [+] System running normally
2025-10-30 10:57:12, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 2, Flipped 1409287877, [+] System running normally
2025-10-30 10:57:16, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 3, Flipped 1409287881, [+] System running normally
2025-10-30 10:57:18, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 4, Flipped 1409287889, [+] System running normally
2025-10-30 10:57:20, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 5, Flipped 1409287905, [+] System running normally
2025-10-30 10:57:22, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 6, Flipped 1409287809, [+] System running normally
2025-10-30 10:57:26, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 7, Flipped 1409287745, [+] System running normally
2025-10-30 10:57:28, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 8, Flipped 1409288129, [+] System running normally
2025-10-30 10:57:32, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 9, Flipped 1409287361, [+] System running normally
2025-10-30 10:57:34, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 10, Flipped 1409286849, [+] System running normally
2025-10-30 10:57:36, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 11, Flipped 1409289921, [+] System running normally
2025-10-30 10:57:38, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 12, Flipped 1409291969, [+] System running normally
2025-10-30 10:57:40, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 13, Flipped 1409296065, [+] System running normally
2025-10-30 10:57:42, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 14, Flipped 1409304257, [+] System running normally
2025-10-30 10:57:44, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 15, Flipped 1409320641, [+] System running normally
2025-10-30 10:57:46, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 16, Flipped 1409353409, [+] System running normally
2025-10-30 10:57:48, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 17, Flipped 1409418945, [+] System running normally
2025-10-30 10:57:50, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 18, Flipped 1409550017, [+] System running normally
2025-10-30 10:57:52, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 19, Flipped 1409812161, [+] System running normally
2025-10-30 10:57:54, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 20, Flipped 1410336449, [+] System running normally
2025-10-30 10:57:56, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 21, Flipped 1411385025, [+] System running normally
2025-10-30 10:57:58, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 22, Flipped 1413482177, [+] System running normally
2025-10-30 10:58:00, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 23, Flipped 1417676481, [+] System running normally
2025-10-30 10:58:02, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 24, Flipped 1426065089, [+] System running normally
2025-10-30 10:58:04, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 25, Flipped 1442842305, [+] System running normally
2025-10-30 10:58:06, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 26, Flipped 1342179009, [+] System running normally
2025-10-30 10:58:08, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 27, Flipped 1543505601, [+] System running normally
2025-10-30 10:58:10, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 28, Flipped 1140852417, [+] System running normally
2025-10-30 10:58:12, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 29, Flipped 1946158785, [+] System running normally
2025-10-30 10:58:14, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 30, Flipped 335546049, [+] System running normally
2025-10-30 10:58:16, Instruction: 0xffff800010b29074, Mem: 1409287873, Flipped bit 31, Flipped 3556771521, [+] System running normally
2025-10-30 10:58:18, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 0, Flipped 2952803170, [+] System running normally
2025-10-30 10:58:20, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 1, Flipped 2952803169, [+] System running normally
2025-10-30 10:58:22, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 2, Flipped 2952803175, [+] System running normally
2025-10-30 10:58:24, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 3, Flipped 2952803179, [+] System running normally
2025-10-30 10:58:26, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 4, Flipped 2952803187, [+] System running normally
2025-10-30 10:58:28, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 5, Flipped 2952803139, [+] System running normally
2025-10-30 10:58:30, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 6, Flipped 2952803107, [+] System running normally
2025-10-30 10:58:32, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 7, Flipped 2952803299, [+] System running normally
2025-10-30 10:58:34, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 8, Flipped 2952802915, [+] System running normally
2025-10-30 10:58:36, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 9, Flipped 2952802659, [+] System running normally
2025-10-30 10:58:39, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 10, Flipped 2952804195, [+] System running normally
2025-10-30 10:58:41, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 11, Flipped 2952805219, [+] System running normally
2025-10-30 10:58:43, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 12, Flipped 2952799075, [+] System running normally
2025-10-30 10:58:45, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 13, Flipped 2952794979, [+] System running normally
2025-10-30 10:58:47, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 14, Flipped 2952819555, [+] System running normally
2025-10-30 10:58:49, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 15, Flipped 2952835939, [+] System running normally
2025-10-30 10:58:51, Instruction: 0xffff800010b29078, Mem: 2952803171, Flipped bit 16, Flipped 2952868707, [+] System running normally
